CLAVE,SITIO,CUENCA,CUERPO_DE_AGUA,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,TIPO,SUBTIPO,LONGITUD,LATITUD,ANIO,DBO_mg/L,DQO_mg/L,SST_mg/L,SDT_mg/L,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_SDT,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_SDT,SEMAFORO,GRUPO
OCRBR5096M1,BA&O DE SAN IGNACIO2,ARROYO LOS ANEGADOS O CONCHOS 2,HUMEDAL BA&O DE SAN IGNACIO,RIO BRAVO,NUEVO LEON,LINARES,LOTICO,RIO,-99.334725,24.865728,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5097M1,OBRA DE TOMA PRESA CERRO PRIETO,RIO PABLILLO 2,PRESA CERRO PRIETO,RIO BRAVO,NUEVO LEON,LINARES,LENTICO,PRESA,-99.400303,24.939186,2016,0.5,11.57,6.25,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5099M1,EL POPOTE (O CAMACHO),RIO PABLILLO 2,RIO CAMACHO,RIO BRAVO,NUEVO LEON,LINARES,LOTICO,RIO,-99.48854,24.89845,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5103M1,RIO BLANCO (AGUAS ABAJO DE LA PTAR DE ARAMBERRI),RIO BLANCO,RIO BLANCO,RIO BRAVO,NUEVO LEON,ARAMBERRI,LOTICO,RIO,-99.81487,24.11633,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5104M1,AGUAS ARRIBA DE ZARAGOZA,RIO BLANCO,RIO BLANCO,RIO BRAVO,NUEVO LEON,GRAL. ZARAGOZA,LOTICO,RIO,-99.77038,23.96856,2016,0.5,2.5,15.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5110M1,CANAL ANZALDUAS (COLONIA AGRICOLA MARIO SOUZA),RIO BRAVO 13,CANAL ANZALDUAS,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,CANAL,-98.03159,25.651572,2016,7.93,23.54,57.5,ND,Aceptable,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5111M1,PUENTE INTERNACIONAL VIEJO MATAMOROS.,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,MATAMOROS,LOTICO,RIO,-97.51863,25.88574,2016,3.97,11.17,44.5,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5112M1,DESEMBOCADURA RIO BRAVO,LOTICO-COSTERO,DESEMBOCADURA RIO BRAVO,RIO BRAVO,TAMAULIPAS,MATAMOROS,LOTICO - COSTERO,OCEANO-MAR,-97.14732,25.95536,2016,ND,ND,58,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5113M1,PLAYA BAGDAD 1,COSTERO,PLAYA BAGDAD 1,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO,OCEANO-MAR,-97.14467,25.89678,2016,ND,ND,142.59,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5114M1,PLAYA BAGDAD 2,COSTERO,PLAYA BAGDAD 2,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO,OCEANO-MAR,-97.151,25.82686,2016,ND,ND,115.59,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5115M1,PLAYA BAGDAD 3,COSTERO,PLAYA BAGDAD 3,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO,OCEANO-MAR,-97.16116,25.76534,2016,ND,ND,71,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5116M1,PLAYA BAGDAD 4,COSTERO,PLAYA BAGDAD 4,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO,OCEANO-MAR,-97.18031,25.68453,2016,ND,ND,82.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5117M1,LAGUNA MADRE HUMEDAL 4,COSTERO-HUMEDAL,LAGUNA MADRE,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO (HUMEDAL),LAGUNA,-97.60047,25.27083,2016,ND,ND,286.87,ND,ND,ND,Contaminada,ND,ND,ND,NO,ND,Amarillo,COSTERO
OCRBR5118M1,LAGUNA MADRE HUMEDAL 5,COSTERO-HUMEDAL,LAGUNA MADRE,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO (HUMEDAL),LAGUNA,-97.6513,25.29823,2016,ND,ND,153,ND,ND,ND,Contaminada,ND,ND,ND,NO,ND,Amarillo,COSTERO
OCRBR5119M1,LAGUNA MADRE HUMEDAL 6,COSTERO-HUMEDAL,LAGUNA MADRE,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO (HUMEDAL),LAGUNA,-97.46439,25.33337,2016,ND,ND,177.805,ND,ND,ND,Contaminada,ND,ND,ND,NO,ND,Amarillo,COSTERO
OCRBR5120M1,LAGUNA MADRE HUMEDAL 7,COSTERO-HUMEDAL,LAGUNA MADRE,RIO BRAVO,TAMAULIPAS,MATAMOROS,COSTERO (HUMEDAL),LAGUNA,-97.47659,25.24516,2016,ND,ND,71,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5121M1,DESEMBOCADURA LAGUNA MADRE,LOTICO-COSTERO,GOLFO DE MEXICO,RIO BRAVO,TAMAULIPAS,MATAMOROS,LOTICO - COSTERO,OCEANO-MAR,-97.42351,25.23443,2016,ND,ND,61.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCRBR5122M1,AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,RIO,-97.93943,26.0548,2016,1.985,2.5,61,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5123M1,REPRESA EL RETAMAL,RIO BRAVO 13,PE. DERIV. EL RETAMAL,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LENTICO,PRESA,-98.03412,26.05301,2016,5.54,16.23,144.74,ND,Buena calidad,Buena calidad,Aceptable,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5123M1W1,REPRESA EL RETAMAL,RIO BRAVO 13,PE. DERIV. EL RETAMAL,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,RIO,-98.03412,26.05301,2016,3.3,17.95,50,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5124M1,CANAL EL CULEBRON PUENTE CARRETERO,RIO BRAVO 13,CANAL EL CULEBRON,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,CANAL,-98.02763,26.02665,2016,2.77,10.58,45.915,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5125M1,DREN AGRICOLA RIO BRAVO,RIO BRAVO 13,DREN RIO BRAVO,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,DREN,-98.05768,26.01246,2016,40.505,67.51,15,ND,Contaminada,Contaminada,Excelente,ND,NO,NO,SI,ND,Rojo,LOTICO
OCRBR5126M1,PUENTE CARRETERO-109 (BRECHA),RIO BRAVO 13,CANAL ANZALDUAS,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,CANAL,-98.11823,25.98221,2016,22.29,47.67,21,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5127M1,RIO BRAVO 1,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,RIO BRAVO,LOTICO,RIO,-98.12564,26.06162,2016,3.2,17.63,37,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5128M1,CANAL GUILLERMO RODHE 1,RIO BRAVO 13,CANAL GUILLERMO RODHE,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,CANAL,-98.24603,26.02418,2016,18.845,55.985,22.5,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5129M1,RIO BRAVO 2,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,RIO,-98.22753,26.077,2016,0.5,16.655,23.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5130M1,CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,RIO BRAVO 13,CANAL DE SALIDA LA LAGUNA LA ESCONDIDA,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,CANAL,-98.26096,26.05747,2016,31.45,130.435,124.83,ND,Contaminada,Contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
OCRBR5131M1,AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,RIO,-98.26489,26.08537,2016,0.5,8,20,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5132M1,RIO BRAVO AGUAS ARRIBA PUENTE INTERNACIONAL REYNOSA,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,RIO,-98.28634,26.10243,2016,0.5,13.45,15.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5133M1,CANAL ANZALDUAS PUENTE PALO BLANCO,RIO BRAVO 13,CANAL ANZALDUAS,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,CANAL,-98.1651,26.003878,2016,6.43,19.805,26,ND,Aceptable,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5134M1,RIO BRAVO 3,RIO BRAVO 13,RIO BRAVO,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,RIO,-98.3315,26.13132,2016,2.76,7.795,20,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5135M1,REPREZA ANZALDUAS,RIO BRAVO 13,PRESA ANZALDUAS,RIO BRAVO,TAMAULIPAS,REYNOSA,LENTICO,PRESA,-98.33649,26.13853,2016,3.425,15.25,18,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5136M1,RIO BRAVO 4 (AL NORESTE DE GUSTAVO DIAZ ORDAZ),RIO BRAVO 12,RIO BRAVO,RIO BRAVO,TAMAULIPAS,GUSTAVO DIAZ ORDAZ,LOTICO,RIO,-98.56545,26.23933,2016,2.54,2.5,24.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5137M2,DREN REYNOSA PONIENTE (LAS MUJERES) ANTES DE LA CONFLUENCIA CON CANAL ANZALDUAS,RIO BRAVO 13,DREN REYNOSA PONIENTE,RIO BRAVO,TAMAULIPAS,REYNOSA,LOTICO,DREN,-98.29289,26.08911,2016,25.505,91.885,17.285,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5138M1,PUENTE RIO SAN JUAN,RIO SAN JUAN 3,RIO SAN JUAN,RIO BRAVO,TAMAULIPAS,CAMARGO,LOTICO,RIO,-98.84023,26.30753,2016,3.97,29.245,22,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5139M2,LAGUNA LA ESCONDIDA FRENTE A COLONIA LAZARO CARDENAS,RIO BRAVO 13,LAGUNA LA ESCONDIDA,RIO BRAVO,TAMAULIPAS,REYNOSA,LENTICO,LAGUNA,-98.27589,26.0476,2016,34.265,159.48,94.5,ND,Contaminada,Contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LENTICO
OCRBR5140M1,RIO BRAVO (AGUAS ABAJO DREN RANCHERIAS),RIO BRAVO 12,RIO BRAVO,RIO BRAVO,TAMAULIPAS,CAMARGO,LOTICO,RIO,-98.895,26.35357,2016,0.5,2.5,13.25,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5141M1,DREN RANCHERIAS,RIO BRAVO 12,DREN RANCHERIAS,RIO BRAVO,TAMAULIPAS,CAMARGO,LOTICO,DREN,-98.93944,26.35335,2016,6.485,40.6,142.5,ND,Aceptable,Contaminada,Aceptable,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5142M1,RIO BRAVO 6 (FRENTE AL POBLADO LOS ANGELES),RIO BRAVO 12,RIO BRAVO,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LOTICO,RIO,-99.00192,26.39261,2016,0.5,2.5,8.25,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5145M1,ARCABUZ,RIO SAN JUAN 3,RIO SAN JUAN,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LOTICO,RIO,-99.187866,26.064882,2016,4.11,26.37,83.92,ND,Buena calidad,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5146M1,RIO SAN JUAN ENTRADA A LA PRESA MARTE R. GOMEZ,RIO SAN JUAN 3,RIO SAN JUAN,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LOTICO,RIO,-99.02262,26.10081,2016,3.27,31.405,65.935,ND,Buena calidad,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5148M2,RIO RAMOS AGUAS ARRIBA DEL EJIDO EL FRAILE,RIO SAN JUAN 1,RIO RAMOS,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.94429,25.33803,2016,2.52,2.5,27,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5149M2,LAGUNA LA ESCONDIDA (ENTRADA),RIO BRAVO 13,LAGUNA LA ESCONDIDA,RIO BRAVO,TAMAULIPAS,REYNOSA,LENTICO,LAGUNA,-98.28476,26.04574,2016,42.35,147.35,56.5,ND,Contaminada,Contaminada,Buena calidad,ND,NO,NO,SI,ND,Rojo,LENTICO
OCRBR5182M1,RIO SAN JUAN / PRESA MARTE R. GOMEZ,RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LENTICO,PRESA,-99.01465,26.13699,2016,2.6,14.77,30.5,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5183M1,"SITIO 1, CANAL DE LLAMADA TOMA NORTE MUESTRA SUPERFICIAL",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LENTICO,PRESA,-98.95864,26.28583,2016,3.775,21.75,11.5,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5184M1,"SITIO 1, CANAL DE LLAMADA TOMA NORTE MUESTRA A PROFUNDIDAD",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LENTICO,PRESA,-98.95864,26.28583,2016,3.325,25.255,7.25,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5185M1,"SITIO 2, MUESTRA SUPERFICIAL",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.95383,26.25507,2016,3.52,25.09,2.5,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5186M1,"SITIO 2, MUESTRA A PROFUNDIDAD",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.95383,26.25507,2016,4.145,26.415,2.5,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5187M1,"SITIO 3, MUESTRA SUPERFICAL FRENTE AL CLUB DE PESCA",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.93582,26.24207,2016,4.645,19.58,7.75,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5188M1,"SITIO 3, MUESTRA A PROFUNDIDAD FRENTE AL CLUB DE PESCA",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.93582,26.24207,2016,4.66,21.445,6.75,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5189M1,"SITIO 4, MUESTRA SUPERFICIAL",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.91481,26.22353,2016,4.025,24.895,18.75,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5190M1,"SITIO 4, MUESTRA A PROFUNDIDAD",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.91481,26.22353,2016,2.755,28.485,16.75,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5191M1,"SITIO 5, CANAL DE LLAMADA TOMA SUR MUESTRA SUPERFICIAL",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.92999,26.19254,2016,3.595,29.78,20.94,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5192M1,"SITIO 5, CANAL DE LLAMADA TOMA SUR MUESTRA A PROFUNDIDAD",RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,RIO BRAVO,TAMAULIPAS,CAMARGO,LENTICO,PRESA,-98.92999,26.19254,2016,4.005,27.965,14.75,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5193M1,PUENTE INTERNACIONAL MIGUEL ALEMAN,RIO BRAVO 12,RIO BRAVO,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,LOTICO,RIO,-99.01942,26.40354,2016,3.72,14.26,6.75,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5194M2,LAGUNA LA ESCONDIDA AL NORTE DEL CENTRO CULTURAL REYNOSA,RIO BRAVO 13,LAGUNA LA ESCONDIDA,RIO BRAVO,TAMAULIPAS,REYNOSA,LENTICO,LAGUNA,-98.27113,26.05497,2016,27.91,161.01,96.355,ND,Aceptable,Contaminada,Aceptable,ND,SI,NO,SI,ND,Rojo,LENTICO
OCRBR5195M1,RIO ALAMO PUENTE CARRETERO,RIO ALAMO,RIO ALAMO,RIO BRAVO,TAMAULIPAS,MIER,LOTICO,RIO,-99.15277,26.4512,2016,3.58,21,2.5,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5196M1,100 M AGUAS ABAJO DE LA PRESA FALCON,RIO BRAVO 12,RIO BRAVO,RIO BRAVO,TAMAULIPAS,GUERRERO,LOTICO,RIO,-99.17006,26.55448,2016,3.55,15.44,2.5,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5197M1,PRESA INTERNACIONAL FALCON 1,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.31921,26.87042,2016,2.715,13.25,13.015,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5198M1,PRESA INTERNACIONAL FALCON 2,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.31536,26.85812,2016,2.565,12.25,18.895,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5199M1,PRESA INTERNACIONAL FALCON 3,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.26354,26.81296,2016,2.665,20.045,24.06,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5200M1,PRESA INTERNACIONAL FALCON 4,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.25053,26.76066,2016,3.085,12.25,35.44,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5201M1,PRESA INTERNACIONAL FALCON 5,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.24426,26.60365,2016,2.82,17.38,32.215,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5202M1,PRESA INTERNACIONAL FALCON 6,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.24931,26.61445,2016,2.64,11.71,30.5,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5203M1,PRESA INTERNACIONAL FALCON 7,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.2304,26.58912,2016,2.635,24.88,21.865,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5204M1,PRESA INTERNACIONAL FALCON 8,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.21928,26.71668,2016,3.34,14.75,18.75,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5205M1,PRESA INTERNACIONAL FALCON 9,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,LENTICO,PRESA,-99.19033,26.56869,2016,3.5,13.75,29.775,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5206M1,RIO SALADO PUENTE CARRETERO,RIO BRAVO 11,RIO SALADO,RIO BRAVO,TAMAULIPAS,GUERRERO,LOTICO,RIO,-99.42142,26.78971,2016,1.61,2.5,60.335,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5207M1,EL LAGUITO,RIO BRAVO 11,EL LAGUITO,RIO BRAVO,TAMAULIPAS,NUEVO LAREDO,LENTICO,LAGO,-99.53064,27.43714,2016,16.76,107.75,23.5,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LENTICO
OCRBR5208M1,PUENTE INTERNACIONAL I NUEVO LAREDO,RIO BRAVO 11,RIO BRAVO,RIO BRAVO,TAMAULIPAS,NUEVO LAREDO,LOTICO,RIO,-99.50727,27.49901,2016,0.5,10.395,67.5,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5209M1,RIO BRAVO FRENTE A COMAPA,RIO BRAVO 10,RIO BRAVO,RIO BRAVO,TAMAULIPAS,NUEVO LAREDO,LOTICO,RIO,-99.52221,27.49631,2016,0.5,2.5,52.5,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5210M1,RIO BRAVO 8 (PASO DE LOS INDIOS),RIO BRAVO 10,RIO BRAVO,RIO BRAVO,TAMAULIPAS,NUEVO LAREDO,LOTICO,RIO,-99.52572,27.51697,2016,0.5,2.5,53.5,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLAGU49,POZO TAPIAS VIEJAS,,ACUIFERO VENADERO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,JESUS MARIA,SUBTERRANEO,POZO,-102.53558,21.85116,2016,ND,ND,ND,260,ND,ND,ND,Dulce,ND,ND,ND,SI,Azul,
DLAGU5,"POZO 1 VILLA JUAREZ, ASIENTOS",,ACUIFERO VALLE DE CHICALOTE,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,ASIENTOS,SUBTERRANEO,POZO,-102.06644,22.09141,2016,ND,ND,ND,392,ND,ND,ND,Dulce,ND,ND,ND,SI,Azul,
DLBAJ68,POZO NO. 197-A,,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.35254,24.099,2016,ND,ND,ND,572,ND,ND,ND,Dulce,ND,ND,ND,SI,Azul,
DLBAJ69,POZO NO. 145,,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.33359,24.08122,2016,ND,ND,ND,2876,ND,ND,ND,Salobres,ND,ND,ND,NO,Morado,
DLBAJ70,POZO NO. XII (ANTES A.P. XII),,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.30773,24.08008,2016,ND,ND,ND,1028,ND,ND,ND,Ligeramente salobres,ND,ND,ND,SI,Azul,
DLBAJ71,A.P. NO. X,,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.31538,24.05496,2016,ND,ND,ND,1472,ND,ND,ND,Ligeramente salobres,ND,ND,ND,SI,Azul,
DLBAJ72,POZO NO. XI (ANTES A.P. XI),,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.31963,24.04636,2016,ND,ND,ND,1104,ND,ND,ND,Ligeramente salobres,ND,ND,ND,SI,Azul,
DLBAJ73,POZO NO. XVII,,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.32825,24.0301,2016,ND,ND,ND,476,ND,ND,ND,Dulce,ND,ND,ND,SI,Azul,
DLBAJ74,POZO NO. XXII (ANTES A.P. XXII),,ACUIFERO LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SUBTERRANEO,POZO,-110.32911,24.01131,2016,ND,ND,ND,460,ND,ND,ND,Dulce,ND,ND,ND,SI,Azul,
