CLAVE,SITIO,CUENCA,CUERPO_DE_AGUA,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,TIPO,SUBTIPO,LONGITUD,LATITUD,ANIO,DBO_mg/L,DQO_mg/L,SST_mg/L,SDT_mg/L,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_SDT,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_SDT,SEMAFORO,GRUPO
OCFSU3070,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 1,LACANJA,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,OCOSINGO,LENTICO (HUMEDAL),LAGO,-91.594169,16.956497,2016,2.32,33.035,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3071,LAGO MIRAMAR 1,LAGUNA MIRAMAR,LAGO MIRAMAR,FRONTERA SUR,CHIAPAS,OCOSINGO,LENTICO,LAGO,-91.27607,16.40609,2016,2.14,30.5,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3072,LAGO MIRAMAR 2,LAGUNA MIRAMAR,LAGO MIRAMAR,FRONTERA SUR,CHIAPAS,OCOSINGO,LENTICO,LAGO,-91.26377,16.4173,2016,3.375,6.62,2.5,ND,Buena calidad,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3073,RIO USUMACINTA 9,CHIXOY,RIO USUMACINTA,FRONTERA SUR,CHIAPAS,BENEMERITO DE LAS AMERICAS,LOTICO,RIO,-90.64713,16.51864,2016,0.5,17.285,48.5,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3074,RIO GRIJALVA 1,SAN MIGUEL,RIO GRIJALVA,FRONTERA SUR,CHIAPAS,AMATENANGO DE LA FRONTERA,LOTICO,RIO,-92.11254,15.43519,2016,0.5,21.845,54,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3075,AGUA CALIENTE,SAN MIGUEL,RIO AGUA CALIENTE,FRONTERA SUR,CHIAPAS,AMATENANGO DE LA FRONTERA,LOTICO,RIO,-92.11537,15.43784,2016,0.5,22.565,41.5,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3076,RIO BACANTON,SAN MIGUEL,RIO BACANTON,FRONTERA SUR,CHIAPAS,MAZAPA DE MADERO,LOTICO,RIO,-92.17829,15.39275,2016,0.5,7.2,31,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3078,MOSCAFRUT AGUAS ARRIBA,COZOLOAPAN,ARROYO SAN ANTONIO,FRONTERA SUR,CHIAPAS,METAPA DE DOMINGUEZ,LOTICO,ARROYO,-92.19339,14.83517,2016,0.5,27.67,14,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3079,MOSCAFRUT AGUAS ABAJO,COZOLOAPAN,ARROYO SAN ANTONIO,FRONTERA SUR,CHIAPAS,METAPA DE DOMINGUEZ,LOTICO,ARROYO,-92.19713,14.83115,2016,0.5,20.03,36,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3080,RIO DESPOBLADO,DESPOBLADO,RIO DESPOBLADO,FRONTERA SUR,CHIAPAS,VILLA COMALTITLAN,LOTICO,RIO,-92.5927,15.13953,2016,0.5,16.56,21.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3081,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 1,DESPOBLADO,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,ACAPETAHUA,LENTICO (HUMEDAL),LAGO,-92.74927,15.14708,2016,5.68,1627.425,19.5,ND,Buena calidad,Fuertemente contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3082,"BAHIA EL BALLENATO SEG 70, 1 ISA10B",DESPOBLADO,BAHIA EL BELLENATO,FRONTERA SUR,CHIAPAS,ACAPETAHUA,COSTERO,BAHIA,-92.8529,15.15753,2016,ND,ND,61.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3083,"BAHIA EL BALLENATO SEG 70, 2 ISA10B",COSTERO,BAHIA EL BELLENATO,FRONTERA SUR,CHIAPAS,ACAPETAHUA,COSTERO,BAHIA,-92.85924,15.16057,2016,ND,ND,94.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3084,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 3,CACALUTA,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,ACAPETAHUA,LENTICO (HUMEDAL),LAGO,-92.87504,15.19494,2016,4.525,772.145,56,ND,Buena calidad,Fuertemente contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3085,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 2,COSTERO-HUMEDAL,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,ACAPETAHUA,COSTERO (HUMEDAL),MANGLAR,-92.88694,15.19463,2016,ND,ND,37,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3086,"DESEMBOCADURA RIO SAN NICOLAS SEG 70, 1 ISA10B",LOTICO-COSTERO,TRANSICION RIO - MAR,FRONTERA SUR,CHIAPAS,MAPASTEPEC,LOTICO - COSTERO,OCEANO-MAR,-92.95532,15.2558,2016,ND,ND,71,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3087,"DESEMBOCADURA RIO SAN NICOLAS SEG 70, 2 ISA10B",SESECAPA,TRANSICION RIO - MAR,FRONTERA SUR,CHIAPAS,MAPASTEPEC,LOTICO - COSTERO,OCEANO-MAR,-92.95522,15.25832,2016,0.5,33.6,57,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,COSTERO
OCFSU3088,RIO CACALUTA,CACALUTA,RIO CACALUTA,FRONTERA SUR,CHIAPAS,ACAPETAHUA,LOTICO,RIO,-92.74882,15.34726,2016,0.5,12.77,14,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3089,"DESEMBOCADURA ESTERO SAN JOSE A BARRA DE SAN JOSE SEG 71, 1 ISA10B",HUIXTLA,ESTERO SAN JOSE,FRONTERA SUR,CHIAPAS,MAZATAN,LOTICO - COSTERO,ESTERO,-92.63656,14.93605,2016,4.765,52.93,42,ND,Buena calidad,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,COSTERO
OCFSU3090,ESTERO SAN JOSE,HUEHUETAN,ESTERO SAN JOSE,FRONTERA SUR,CHIAPAS,MAZATAN,COSTERO,ESTERO,-92.61565,14.92966,2016,ND,ND,25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3091,"BARRA SAN JOSE SEG 71, 2 ISA10B",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,MAZATAN,COSTERO,OCEANO-MAR,-92.64074,14.93168,2016,ND,ND,62,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3092,"BARRA DE SAN SIMON SEG 72, 1 ISA7",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,MAZATAN,COSTERO,OCEANO-MAR,-92.517567,14.80442,2016,ND,ND,74,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3093,ESTERO DE SAN SIMON,COATAN,ESTERO SAN SIMON,FRONTERA SUR,CHIAPAS,MAZATAN,COSTERO,ESTERO,-92.51032,14.80194,2016,ND,ND,121.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3094,"BARRA DE SAN SIMON SEG 72, 2 ISA7",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,MAZATAN,COSTERO,OCEANO-MAR,-92.511525,14.798313,2016,ND,ND,93.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3095,RIO COATAN 5,COATAN,RIO COATAN,FRONTERA SUR,CHIAPAS,MAZATAN,LOTICO,RIO,-92.43366,14.84995,2016,0.5,16.02,18,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3096,RIO COATAN,COATAN,RIO COATAN,FRONTERA SUR,CHIAPAS,MAZATAN,LOTICO,RIO,-92.42384,14.86586,2016,0.5,18.655,38,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3098,RIO COATAN 7,COATAN,RIO COATAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.38669,14.90866,2016,0.5,21.955,43.5,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3099,RIO COATAN 2,COATAN,RIO COATAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.32351,14.89621,2016,0.5,10.04,26,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3101,RIO TEXCUYUAPAN 2,CAHUACAN,RIO TEXCUYUAPAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.25304,14.93497,2016,0.5,30.285,18,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3102,RIO COATAN 3,COATAN,RIO COATAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.24168,14.99242,2016,0.5,26.325,30,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3103,RIO CAHOACAN 8,CAHUACAN,RIO CAHOACAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.23864,14.89393,2016,0.5,12.955,50,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3104,RIO CAHOACAN 10,CAHUACAN,RIO CAHOACAN,FRONTERA SUR,CHIAPAS,TUXTLA CHICO,LOTICO,RIO,-92.2526,14.85507,2016,0.5,14.885,48,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3105,RIO TEXCUYAPAN,CAHUACAN,RIO TEXCUYAPAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.26092,14.85485,2016,0.5,41.295,20,ND,Excelente,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCFSU3106,RIO CAHOACAN 11,CAHUACAN,RIO CAHOACAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.25491,14.8052,2016,0.5,21.12,16,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3108,RIO SUCHIATE 2,SUCHIATE,RIO SUCHIATE,FRONTERA SUR,CHIAPAS,FRONTERA HIDALGO,LOTICO,RIO,-92.16895,14.74302,2016,0.5,19.99,22,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3110,RIO SUCHIATE 1,SUCHIATE,RIO SUCHIATE,FRONTERA SUR,CHIAPAS,SUCHIATE,LOTICO,RIO,-92.14768,14.69897,2016,0.5,15.71,123,ND,Excelente,Buena calidad,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3111,RIO SUCHIATE 4,SUCHIATE,RIO SUCHIATE,FRONTERA SUR,CHIAPAS,SUCHIATE,LOTICO,RIO,-92.18057,14.61337,2016,0.5,21.9,115,ND,Excelente,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3113,RIO SUCHIATE,SUCHIATE,RIO SUCHIATE,FRONTERA SUR,CHIAPAS,SUCHIATE,LOTICO,RIO,-92.21704,14.55447,2016,0.5,22.85,71,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3114,"SEGMENTO 74, 1 ISA8",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,SUCHIATE,COSTERO,OCEANO-MAR,-92.23977,14.54128,2016,ND,ND,57.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3115,"DESEMBOCADURA DEL RIO SUCHIATE SEG 74, 2 ISA8",LOTICO-COSTERO,TRANSICION RIO - MAR,FRONTERA SUR,CHIAPAS,SUCHIATE,LOTICO - COSTERO,OCEANO-MAR,-92.2231,14.53491,2016,0.5,24.75,89,ND,Excelente,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,COSTERO
OCFSU3116,"BARRA CAHOACAN SEG 73, 1 ISA8",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,SUCHIATE,COSTERO,OCEANO-MAR,-92.32058,14.61567,2016,ND,ND,89,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3117,RIO CAHOACAN 4,CAHUACAN,RIO CAHOACAN,FRONTERA SUR,CHIAPAS,TAPACHULA,LOTICO,RIO,-92.31748,14.62189,2016,0.5,11.9,18,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3118,"BARRA CAHOACAN SEG 73, 2 ISA8",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,SUCHIATE,COSTERO,OCEANO-MAR,-92.32058,14.61567,2016,ND,ND,31,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3119,"BARRA CAHOACAN SEG 73, 3 ISA8",PUERTO MADERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO,OCEANO-MAR,-92.32617,14.62543,2016,ND,ND,51,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3120,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 1,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO (HUMEDAL),MANGLAR,-92.33853,14.64798,2016,ND,ND,53,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3121,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 2,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO (HUMEDAL),LAGUNA,-92.34843,14.64657,2016,ND,ND,50,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3122,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 3,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO (HUMEDAL),LAGUNA,-92.35503,14.655462,2016,ND,ND,55.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3123,"PUERTO MADERO SEG 73, 1 ISA8",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO,OCEANO-MAR,-92.409675,14.698202,2016,ND,ND,37,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3124,"PUERTO MADERO SEG 73, 3 ISA8",COSTERO,OCEANO PACIFICO,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO,OCEANO-MAR,-92.413379,14.695672,2016,ND,ND,47,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3126,ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 1,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,TAPACHULA,COSTERO (HUMEDAL),LAGUNA,-92.4372,14.74249,2016,ND,ND,23.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3127,ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 2,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,MAZATAN,COSTERO (HUMEDAL),LAGUNA,-92.44908,14.76096,2016,ND,ND,19.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
OCFSU3129,RIO SUCHIATE 3,SUCHIATE,RIO SUCHIATE,FRONTERA SUR,CHIAPAS,TUXTLA CHICO,LOTICO,RIO,-92.1471,14.96428,2016,0.5,17.36,18,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3130,RIO CAHOACAN 6,CAHUACAN,RIO CAHOACAN,FRONTERA SUR,CHIAPAS,TUXTLA CHICO,LOTICO,RIO,-92.18306,14.99234,2016,0.5,11.615,18,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3133,CACTUS (ENTRADA),VIEJO MEZCALAPA,LAGUNA EL LIMON,FRONTERA SUR,CHIAPAS,REFORMA,LENTICO,LAGO,-93.178447,17.900191,2016,3.03,25.7,28,ND,Buena calidad,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3134,CACTUS I,VIEJO MEZCALAPA,LAGUNA EL LIMON,FRONTERA SUR,CHIAPAS,REFORMA,LENTICO,LAGO,-93.176617,17.902611,2016,4.06,39.03,ND,ND,Buena calidad,Aceptable,ND,ND,SI,SI,ND,ND,Verde,LENTICO
OCFSU3135,CACTUS II,VIEJO MEZCALAPA,LAGUNA EL LIMON,FRONTERA SUR,CHIAPAS,REFORMA,LENTICO,LAGO,-93.171499,17.901741,2016,2.76,53.31,64,ND,Excelente,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3136,RIO LIMON (SALIDA),VIEJO MEZCALAPA,RIO LIMON,FRONTERA SUR,CHIAPAS,REFORMA,LOTICO,RIO,-93.150325,17.898758,2016,2.335,37.265,70,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3137,EFLUENTE LAGUNA LIMON,VIEJO MEZCALAPA,ARROYO SAN MIGUEL,FRONTERA SUR,CHIAPAS,REFORMA,LOTICO,RIO,-93.13046,17.90862,2016,5.1,32.2,52,ND,Buena calidad,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3140,RIO GRIJALVA 24,MEZCALAPA,RIO GRIJALVA,FRONTERA SUR,CHIAPAS,PICHUCALCO,LOTICO,RIO,-93.38334,17.6484,2016,0.5,12.855,12,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3141,RIO GRIJALVA 10,MEZCALAPA,RIO GRIJALVA,FRONTERA SUR,CHIAPAS,OSTUACAN,LOTICO,RIO,-93.48041,17.47053,2016,2.55,2.5,15.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3142,PRESA PE&ITAS 1,PRESA PEñITAS,PRESA PE&ITAS,FRONTERA SUR,CHIAPAS,OSTUACAN,LENTICO,PRESA,-93.43682,17.4269,2016,0.5,8.93,29.75,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3143,PRESA PE&ITAS 3,PRESA PEñITAS,PRESA PE&ITAS,FRONTERA SUR,CHIAPAS,OSTUACAN,LENTICO,PRESA,-93.42386,17.43704,2016,0.5,7.97,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3144,RIO ALMANDRO,ALMENDRO,RIO ALMANDRO,FRONTERA SUR,CHIAPAS,HUITIUPAN,LOTICO,RIO,-92.67926,17.20786,2016,0.5,13.65,39.5,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3145,LAGUNA COLORADA 5,USUMACINTA,LAGO DE CATAZAJA,FRONTERA SUR,CHIAPAS,CATAZAJA,LENTICO,LAGO,-92.02444,17.77308,2016,2.27,29.79,27,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3146,LAGUNA COLORADA 4,USUMACINTA,LAGO DE CATAZAJA,FRONTERA SUR,CHIAPAS,CATAZAJA,LENTICO,LAGO,-92.013717,17.74799,2016,2.765,47.66,24,ND,Excelente,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3147,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 2,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,CATAZAJA,LENTICO (HUMEDAL),LAGO,-92.00019,17.74549,2016,6.195,29.075,24.335,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCFSU3148,LAGUNA COLORADA 3,USUMACINTA,LAGO DE CATAZAJA,FRONTERA SUR,CHIAPAS,CATAZAJA,LENTICO,LAGO,-92.01282,17.72761,2016,4.04,44.29,26.335,ND,Buena calidad,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3149,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 1,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,CATAZAJA,LENTICO (HUMEDAL),LAGO,-92.06119,17.7362,2016,19.495,47.45,38,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3150,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 3,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,CATAZAJA,LENTICO (HUMEDAL),LAGO,-92.0383,17.79768,2016,2.97,42.34,24.645,ND,Excelente,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LENTICO
OCFSU3151,HUMEDALES LA LIBERTAD 3,CHACAMAX,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,LA LIBERTAD,LOTICO (HUMEDAL),RIO,-91.77661,17.70839,2016,2.745,55.825,46.91,ND,Excelente,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCFSU3152,HUMEDALES LA LIBERTAD 2,CHACAMAX,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,LA LIBERTAD,LOTICO (HUMEDAL),RIO,-91.68374,17.66337,2016,0.5,2.5,26,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3153,HUMEDALES LA LIBERTAD 1,CHACAMAX,CUERPO DE AGUA DEL HUMEDAL,FRONTERA SUR,CHIAPAS,LA LIBERTAD,LOTICO (HUMEDAL),RIO,-91.67695,17.62954,2016,0.5,9.19,37,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3154,MISOLHA,BASCA,RIO MISOLHA,FRONTERA SUR,CHIAPAS,SALTO DE AGUA,LOTICO,RIO,-92.00009,17.3939,2016,0.5,6.96,7.25,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCFSU3156,AGUA AZUL,YASHIJA,RIO AGUA AZUL,FRONTERA SUR,CHIAPAS,CHILON,LOTICO,RIO,-92.11519,17.25254,2016,0.5,7.2,15,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCGCE3157,RIO COATZACOALCOS (SUCHILAPAN),ALTO RIO COATZACOALCOS,RIO COATZACOALCOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JESUS CARRANZA,LOTICO A - Tipo 7,RIO,-94.950537,17.378475,2016,0.5,29.12,6.75,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCGCE3158,RIO COATZACOALCOS (REF CHIQUITO),BAJO RIO COATZACOALCOS,RIO COATZACOALCOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,HIDALGOTITLAN,LOTICO A - Tipo 7,RIO,-94.702557,17.698313,2016,3.9,12.39,15,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCGCE3159,ARROYO GOPALAPA,RIO HUAZUNTLAN,ARROYO GOPALAPA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,LOTICO A - Tipo 7,RIO,-94.39708,18.08997,2016,4.85,42.305,47,ND,Buena calidad,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCGCE3160,ARROYO TEAPA (REFERENCIA),RIO HUAZUNTLAN,ARROYO TEAPA AFLUENTE AL RIO COATZACOALCOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,LOTICO A - Tipo 7,RIO,-94.33204,18.11105,2016,1.8,18.28,17,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCGCE3161,RIO COATZACOALCOS (NANCHITAL),RIO HUAZUNTLAN,RIO COATZACOALCOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LAZARO CARDENAS DEL RIO,LOTICO A - Tipo 7,RIO,-94.4149,18.07554,2016,1.75,17.835,14,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCGCE3162,SAN ANTONIO II,RIO BLANCO,RIO SAN ANTONIO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL DELGADO,LOTICO A - Tipo 5,RIO,-97.09081,18.8331,2016,5.5,35.99,23,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCGCE3163,BY PASS,RIO BLANCO,RIO ESCAMELA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLAN,LOTICO A - Tipo 5,RIO,-97.05433,18.85721,2016,11.385,81.69,25,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCGCE3164,PRESA TUXPANGO,RIO BLANCO,RIO BLANCO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLAN,LENTICO,PRESA,-97.04002,18.84655,2016,ND,ND,86.11,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,LENTICO
OCGCE3165,CAPILLA CARLOTA,RIO BLANCO,RIO ORIZABA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA,LOTICO A - Tipo 5,RIO,-97.0917,18.835,2016,13.32,62.225,158.26,ND,Aceptable,Contaminada,Contaminada,ND,SI,NO,NO,ND,Rojo,LOTICO
OCGCE3166,CD. MENDOZA,RIO BLANCO,RIO BLANCO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NOGALES,LOTICO A - Tipo 5,RIO,-97.19723,18.78904,2016,0.5,23.115,6.25,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
